dataset_number,dataset_slug,dataset_label,image_role,package_path,source_path
21,021_cough_burn_bottles,cough_burn bottles,it_target,MainStimuli/021_cough_burn_bottles/it_target.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/21_cough_burn bottles/1/it_target.png
21,021_cough_burn_bottles,cough_burn bottles,end_coh_it,MainStimuli/021_cough_burn_bottles/end_coh_it.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/21_cough_burn bottles/1/end_coh_it.png
21,021_cough_burn_bottles,cough_burn bottles,end_ic_tr,MainStimuli/021_cough_burn_bottles/end_ic_tr.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/21_cough_burn bottles/1/end_ic_tr.png
21,021_cough_burn_bottles,cough_burn bottles,end_ic_it,MainStimuli/021_cough_burn_bottles/end_ic_it.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/21_cough_burn bottles/1/end_ic_it.png
22,022_come_push_chest,come_push chest,ic_1,MainStimuli/022_come_push_chest/ic_1.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/22_come_push chest/1/ic_1.png
22,022_come_push_chest,come_push chest,coh_1,MainStimuli/022_come_push_chest/coh_1.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/22_come_push chest/1/coh_1.png
22,022_come_push_chest,come_push chest,coh_2,MainStimuli/022_come_push_chest/coh_2.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/22_come_push chest/1/coh_2.png
22,022_come_push_chest,come_push chest,tr_target,MainStimuli/022_come_push_chest/tr_target.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/22_come_push chest/1/tr_target.png
22,022_come_push_chest,come_push chest,it_target,MainStimuli/022_come_push_chest/it_target.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/22_come_push chest/1/it_target.png
22,022_come_push_chest,come_push chest,end_coh_it,MainStimuli/022_come_push_chest/end_coh_it.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/22_come_push chest/1/end_coh_it.png
22,022_come_push_chest,come_push chest,end_ic_tr,MainStimuli/022_come_push_chest/end_ic_tr.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/22_come_push chest/1/end_ic_tr.png
22,022_come_push_chest,come_push chest,end_ic_it,MainStimuli/022_come_push_chest/end_ic_it.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/22_come_push chest/1/end_ic_it.png
23,023_stand_tear_paper,stand_tear paper,ic_1,MainStimuli/023_stand_tear_paper/ic_1.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/23_stand_tear paper/1/ic_1.png
23,023_stand_tear_paper,stand_tear paper,coh_1,MainStimuli/023_stand_tear_paper/coh_1.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/23_stand_tear paper/1/coh_1.png
23,023_stand_tear_paper,stand_tear paper,coh_2,MainStimuli/023_stand_tear_paper/coh_2.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/23_stand_tear paper/1/coh_2.png
23,023_stand_tear_paper,stand_tear paper,tr_target,MainStimuli/023_stand_tear_paper/tr_target.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/23_stand_tear paper/1/tr_target.png
23,023_stand_tear_paper,stand_tear paper,it_target,MainStimuli/023_stand_tear_paper/it_target.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/23_stand_tear paper/1/it_target.png
23,023_stand_tear_paper,stand_tear paper,end_coh_it,MainStimuli/023_stand_tear_paper/end_coh_it.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/23_stand_tear paper/1/end_coh_it.png
23,023_stand_tear_paper,stand_tear paper,end_ic_tr,MainStimuli/023_stand_tear_paper/end_ic_tr.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/23_stand_tear paper/1/end_ic_tr.png
23,023_stand_tear_paper,stand_tear paper,end_ic_it,MainStimuli/023_stand_tear_paper/end_ic_it.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/23_stand_tear paper/1/end_ic_it.png
24,024_descend_paint_bench,descend_paint bench,ic_1,MainStimuli/024_descend_paint_bench/ic_1.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/24_descend_paint bench/1/ic_1.png
24,024_descend_paint_bench,descend_paint bench,coh_1,MainStimuli/024_descend_paint_bench/coh_1.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/24_descend_paint bench/1/coh_1.png
24,024_descend_paint_bench,descend_paint bench,coh_2,MainStimuli/024_descend_paint_bench/coh_2.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/24_descend_paint bench/1/coh_2.png
24,024_descend_paint_bench,descend_paint bench,tr_target,MainStimuli/024_descend_paint_bench/tr_target.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/24_descend_paint bench/1/tr_target.png
24,024_descend_paint_bench,descend_paint bench,it_target,MainStimuli/024_descend_paint_bench/it_target.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/24_descend_paint bench/1/it_target.png
24,024_descend_paint_bench,descend_paint bench,end_coh_it,MainStimuli/024_descend_paint_bench/end_coh_it.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/24_descend_paint bench/1/end_coh_it.png
24,024_descend_paint_bench,descend_paint bench,end_ic_tr,MainStimuli/024_descend_paint_bench/end_ic_tr.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/24_descend_paint bench/1/end_ic_tr.png
24,024_descend_paint_bench,descend_paint bench,end_ic_it,MainStimuli/024_descend_paint_bench/end_ic_it.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/24_descend_paint bench/1/end_ic_it.png
25,025_yawn_lock_door,yawn_lock door,ic_1,MainStimuli/025_yawn_lock_door/ic_1.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/25_yawn_lock door/1/ic_1.png
25,025_yawn_lock_door,yawn_lock door,coh_1,MainStimuli/025_yawn_lock_door/coh_1.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/25_yawn_lock door/1/coh_1.png
25,025_yawn_lock_door,yawn_lock door,coh_2,MainStimuli/025_yawn_lock_door/coh_2.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/25_yawn_lock door/1/coh_2.png
25,025_yawn_lock_door,yawn_lock door,tr_target,MainStimuli/025_yawn_lock_door/tr_target.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/25_yawn_lock door/1/tr_target.png
25,025_yawn_lock_door,yawn_lock door,it_target,MainStimuli/025_yawn_lock_door/it_target.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/25_yawn_lock door/1/it_target.png
25,025_yawn_lock_door,yawn_lock door,end_coh_it,MainStimuli/025_yawn_lock_door/end_coh_it.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/25_yawn_lock door/1/end_coh_it.png
25,025_yawn_lock_door,yawn_lock door,end_ic_tr,MainStimuli/025_yawn_lock_door/end_ic_tr.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/25_yawn_lock door/1/end_ic_tr.png
25,025_yawn_lock_door,yawn_lock door,end_ic_it,MainStimuli/025_yawn_lock_door/end_ic_it.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/25_yawn_lock door/1/end_ic_it.png
26,026_sleep_drag_log,sleep_drag log,ic_1,MainStimuli/026_sleep_drag_log/ic_1.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/26_sleep_drag log/1/ic_1.png
26,026_sleep_drag_log,sleep_drag log,coh_1,MainStimuli/026_sleep_drag_log/coh_1.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/26_sleep_drag log/1/coh_1.png
26,026_sleep_drag_log,sleep_drag log,coh_2,MainStimuli/026_sleep_drag_log/coh_2.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/26_sleep_drag log/1/coh_2.png
26,026_sleep_drag_log,sleep_drag log,tr_target,MainStimuli/026_sleep_drag_log/tr_target.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/26_sleep_drag log/1/tr_target.png
26,026_sleep_drag_log,sleep_drag log,it_target,MainStimuli/026_sleep_drag_log/it_target.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/26_sleep_drag log/1/it_target.png
26,026_sleep_drag_log,sleep_drag log,end_coh_it,MainStimuli/026_sleep_drag_log/end_coh_it.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/26_sleep_drag log/1/end_coh_it.png
26,026_sleep_drag_log,sleep_drag log,end_ic_tr,MainStimuli/026_sleep_drag_log/end_ic_tr.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/26_sleep_drag log/1/end_ic_tr.png
26,026_sleep_drag_log,sleep_drag log,end_ic_it,MainStimuli/026_sleep_drag_log/end_ic_it.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/26_sleep_drag log/1/end_ic_it.png
27,027_jump_pull_blanket,jump_pull blanket,ic_1,MainStimuli/027_jump_pull_blanket/ic_1.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/27_jump_pull blanket/1/ic_1.png
27,027_jump_pull_blanket,jump_pull blanket,coh_1,MainStimuli/027_jump_pull_blanket/coh_1.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/27_jump_pull blanket/1/coh_1.png
27,027_jump_pull_blanket,jump_pull blanket,coh_2,MainStimuli/027_jump_pull_blanket/coh_2.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/27_jump_pull blanket/1/coh_2.png
27,027_jump_pull_blanket,jump_pull blanket,tr_target,MainStimuli/027_jump_pull_blanket/tr_target.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/27_jump_pull blanket/1/tr_target.png
27,027_jump_pull_blanket,jump_pull blanket,it_target,MainStimuli/027_jump_pull_blanket/it_target.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/27_jump_pull blanket/1/it_target.png
27,027_jump_pull_blanket,jump_pull blanket,end_coh_it,MainStimuli/027_jump_pull_blanket/end_coh_it.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/27_jump_pull blanket/1/end_coh_it.png
27,027_jump_pull_blanket,jump_pull blanket,end_ic_tr,MainStimuli/027_jump_pull_blanket/end_ic_tr.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/27_jump_pull blanket/1/end_ic_tr.png
27,027_jump_pull_blanket,jump_pull blanket,end_ic_it,MainStimuli/027_jump_pull_blanket/end_ic_it.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/27_jump_pull blanket/1/end_ic_it.png
28,028_jump_peel_orange,jump_peel orange,ic_1,MainStimuli/028_jump_peel_orange/ic_1.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/28_jump_peel orange/1/ic_1.png
28,028_jump_peel_orange,jump_peel orange,coh_1,MainStimuli/028_jump_peel_orange/coh_1.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/28_jump_peel orange/1/coh_1.png
28,028_jump_peel_orange,jump_peel orange,coh_2,MainStimuli/028_jump_peel_orange/coh_2.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/28_jump_peel orange/1/coh_2.png
28,028_jump_peel_orange,jump_peel orange,tr_target,MainStimuli/028_jump_peel_orange/tr_target.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/28_jump_peel orange/1/tr_target.png
28,028_jump_peel_orange,jump_peel orange,it_target,MainStimuli/028_jump_peel_orange/it_target.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/28_jump_peel orange/1/it_target.png
28,028_jump_peel_orange,jump_peel orange,end_coh_it,MainStimuli/028_jump_peel_orange/end_coh_it.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/28_jump_peel orange/1/end_coh_it.png
28,028_jump_peel_orange,jump_peel orange,end_ic_tr,MainStimuli/028_jump_peel_orange/end_ic_tr.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/28_jump_peel orange/1/end_ic_tr.png
28,028_jump_peel_orange,jump_peel orange,end_ic_it,MainStimuli/028_jump_peel_orange/end_ic_it.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/28_jump_peel orange/1/end_ic_it.png
29,029_sit_cut_potato,sit_cut potato,ic_1,MainStimuli/029_sit_cut_potato/ic_1.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/29_sit_cut potato/1/ic_1.png
29,029_sit_cut_potato,sit_cut potato,coh_1,MainStimuli/029_sit_cut_potato/coh_1.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/29_sit_cut potato/1/coh_1.png
29,029_sit_cut_potato,sit_cut potato,coh_2,MainStimuli/029_sit_cut_potato/coh_2.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/29_sit_cut potato/1/coh_2.png
29,029_sit_cut_potato,sit_cut potato,tr_target,MainStimuli/029_sit_cut_potato/tr_target.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/29_sit_cut potato/1/tr_target.png
29,029_sit_cut_potato,sit_cut potato,it_target,MainStimuli/029_sit_cut_potato/it_target.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/29_sit_cut potato/1/it_target.png
29,029_sit_cut_potato,sit_cut potato,end_coh_it,MainStimuli/029_sit_cut_potato/end_coh_it.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/29_sit_cut potato/1/end_coh_it.png
29,029_sit_cut_potato,sit_cut potato,end_ic_tr,MainStimuli/029_sit_cut_potato/end_ic_tr.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/29_sit_cut potato/1/end_ic_tr.png
29,029_sit_cut_potato,sit_cut potato,end_ic_it,MainStimuli/029_sit_cut_potato/end_ic_it.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/29_sit_cut potato/1/end_ic_it.png
30,030_smile_make_momos,smile_make momos,ic_1,MainStimuli/030_smile_make_momos/ic_1.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/30_smile_make momos/1/ic_1.png
30,030_smile_make_momos,smile_make momos,coh_1,MainStimuli/030_smile_make_momos/coh_1.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/30_smile_make momos/1/coh_1.png
30,030_smile_make_momos,smile_make momos,coh_2,MainStimuli/030_smile_make_momos/coh_2.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/30_smile_make momos/1/coh_2.png
30,030_smile_make_momos,smile_make momos,tr_target,MainStimuli/030_smile_make_momos/tr_target.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/30_smile_make momos/1/tr_target.png
30,030_smile_make_momos,smile_make momos,it_target,MainStimuli/030_smile_make_momos/it_target.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/30_smile_make momos/1/it_target.png
30,030_smile_make_momos,smile_make momos,end_coh_it,MainStimuli/030_smile_make_momos/end_coh_it.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/30_smile_make momos/1/end_coh_it.png
30,030_smile_make_momos,smile_make momos,end_ic_tr,MainStimuli/030_smile_make_momos/end_ic_tr.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/30_smile_make momos/1/end_ic_tr.png
30,030_smile_make_momos,smile_make momos,end_ic_it,MainStimuli/030_smile_make_momos/end_ic_it.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/30_smile_make momos/1/end_ic_it.png
